LSOA code,LSOA name,Detached whole house or bungalow,Semi-detached whole house or bungalow,Terraced whole house or bungalow,"Flat, maisonette or apartment",A caravan or other mobile or temporary structure
E01002667,Hounslow 020A,15,100,265,580,c
E01002668,Hounslow 014A,25,100,290,605,c
E01002669,Hounslow 014B,20,200,265,250,c
E01002670,Hounslow 020B,30,290,155,285,c
E01002671,Hounslow 020C,30,250,355,40,c
E01002672,Hounslow 020D,c,40,70,580,c
E01002673,Hounslow 020E,c,c,c,595,c
E01002674,Hounslow 012D,50,245,150,325,c
E01002675,Hounslow 009A,50,385,125,345,c
E01002676,Hounslow 012E,65,350,30,150,c
E01002677,Hounslow 015E,30,145,95,625,c
E01002678,Hounslow 009B,115,295,35,360,c
E01002679,Hounslow 009C,25,325,35,260,c
E01002680,Hounslow 009D,110,220,40,410,c
E01002681,Hounslow 014C,25,155,250,465,c
E01002682,Hounslow 014D,25,185,280,435,c
E01002686,Hounslow 006E,25,215,200,240,c
E01002687,Hounslow 029A,40,75,55,640,c
E01002689,Hounslow 007E,c,30,400,365,c
E01002690,Hounslow 007F,30,210,70,310,c
E01002691,Hounslow 029B,15,125,320,160,c
E01002692,Hounslow 029C,25,80,55,920,c
E01002693,Hounslow 029D,c,85,215,640,c
E01002694,Islington 019A,c,c,35,655,c
E01002695,Islington 021A,c,c,15,820,c
E01002696,Islington 020A,c,15,215,740,c
E01002697,Islington 019B,c,c,15,890,c
E01002698,Islington 017A,15,45,85,1015,c
E01002699,Islington 017B,c,15,205,590,c
E01002700,Islington 017C,15,60,280,330,c
E01002701,Islington 023A,c,c,c,775,c
E01002702,Islington 023B,c,c,15,1370,c
E01002703,Islington 023C,c,c,c,1280,c
E01002704,Islington 023D,c,c,15,1315,c
E01002706,Islington 023E,c,c,15,1025,c
E01002707,Islington 022B,c,c,50,1010,c
E01002708,Islington 015A,c,25,95,970,c
E01002709,Islington 019C,20,35,110,590,c
E01002710,Islington 019D,c,20,90,595,c
E01002711,Islington 021B,c,c,70,1125,30
E01002712,Islington 015B,c,55,75,505,c
E01002713,Islington 015C,15,35,190,860,c
E01002714,Islington 017D,c,15,160,615,c
E01002715,Islington 019E,c,c,15,715,c
E01002716,Islington 014A,15,30,85,1005,c
E01002717,Islington 016A,c,95,40,465,c
E01002718,Islington 014B,c,40,125,665,c
E01002719,Islington 016B,c,60,140,560,c
E01002720,Islington 016C,10,20,60,935,c
E01002721,Islington 014C,c,20,55,775,c
E01002722,Islington 018A,10,45,50,665,c
E01002723,Islington 022C,c,c,65,720,c
E01002724,Islington 022D,c,c,50,1170,c
E01002725,Islington 022E,c,c,25,565,c
E01002726,Islington 022F,c,c,40,840,c
E01002727,Islington 021C,c,c,35,855,c
E01002728,Islington 021D,c,c,c,510,c
E01002729,Islington 021E,15,20,130,615,c
E01002730,Islington 007A,c,20,155,770,c
E01002732,Islington 005A,10,25,120,735,c
E01002733,Islington 007C,c,15,150,485,c
E01002734,Islington 005B,c,c,30,985,c
E01002735,Islington 003A,c,10,110,1175,c
E01002736,Islington 005C,c,20,55,520,c
E01002737,Islington 005D,c,20,65,720,c
E01002738,Islington 009A,10,60,120,740,c
E01002739,Islington 013A,10,20,305,555,c
E01002740,Islington 013B,25,65,235,740,c
E01002741,Islington 009B,c,c,45,660,c
E01002742,Islington 006A,c,15,305,430,c
E01002743,Islington 009C,c,10,100,595,c
E01002744,Islington 009D,c,30,80,610,c
E01002745,Islington 013C,10,70,80,565,c
E01002747,Islington 006B,c,25,310,370,c
E01002748,Islington 006C,15,20,125,585,c
E01002749,Islington 006D,10,25,150,450,c
E01002751,Islington 005E,c,c,45,870,c
E01002752,Islington 009E,10,20,90,630,c
E01002753,Islington 002A,c,15,120,520,c
E01002754,Islington 002B,10,30,195,435,c
E01002755,Islington 001A,c,25,25,600,c
E01002756,Islington 001B,10,25,80,510,c
E01002757,Islington 002C,c,15,130,485,c
E01002758,Islington 001C,c,c,10,795,c
E01002759,Islington 002D,10,30,265,355,c
E01002760,Islington 002E,c,15,85,640,c
E01002762,Islington 011C,c,45,55,835,c
E01002763,Islington 007D,c,30,95,505,c
E01002764,Islington 010A,20,45,65,720,c
E01002765,Islington 015D,c,50,145,960,c
E01002766,Islington 015E,15,15,70,890,c
E01002767,Islington 011D,c,20,75,925,c
E01002768,Islington 004A,c,10,70,845,c
E01002769,Islington 008A,c,45,235,455,c
E01002770,Islington 004B,c,20,120,920,c
E01002771,Islington 004C,c,20,100,600,c
E01002772,Islington 002F,c,35,130,760,c
E01002773,Islington 004D,c,30,25,705,c
E01002774,Islington 004E,c,20,120,960,c
E01002775,Islington 014D,c,25,70,635,c
E01002776,Islington 014E,c,35,135,800,c
E01002777,Islington 012A,c,25,90,710,c
E01002778,Islington 012B,c,25,30,745,c
E01002779,Islington 012C,c,15,95,735,c
E01002780,Islington 014F,c,10,130,660,c
E01002781,Islington 012D,c,c,25,640,c
E01002782,Islington 012E,10,10,50,550,c
E01002783,Islington 010B,c,c,20,830,c
E01002784,Islington 010C,c,c,100,675,c
E01002785,Islington 008B,10,75,200,530,c
E01002786,Islington 010D,c,10,35,925,c
E01002787,Islington 010E,c,c,25,640,c
E01002788,Islington 008C,c,15,100,845,c
E01002789,Islington 008D,10,55,195,590,c
E01002790,Islington 016D,c,10,65,660,c
E01002791,Islington 016E,c,20,170,740,c
E01002792,Islington 017E,c,25,165,815,c
E01002793,Islington 016F,c,c,50,950,c
E01002794,Islington 020B,15,25,220,945,c
E01002795,Islington 013D,15,60,100,775,c
E01002796,Islington 013E,c,15,130,370,c
E01002797,Islington 018B,c,25,95,800,c
E01002798,Islington 018C,c,45,430,480,c
E01002799,Islington 018D,c,10,60,840,c
E01002800,Islington 018E,15,60,75,695,c
E01002801,Islington 020C,c,15,230,630,c
E01002802,Islington 020D,20,25,235,665,c
E01002804,Islington 001D,c,20,75,695,c
E01002805,Islington 003B,c,10,65,730,c
E01002806,Islington 003C,c,20,265,460,c
E01002807,Islington 001E,c,15,60,795,c
E01002808,Islington 003D,15,25,165,760,c
E01002809,Islington 003E,c,25,195,545,c
E01002810,Islington 003F,10,20,110,685,c
E01002811,Islington 001F,c,30,100,620,c
E01002812,Kensington and Chelsea 013A,c,10,40,945,c
E01002813,Kensington and Chelsea 011A,10,45,300,530,c
E01002814,Kensington and Chelsea 015A,c,20,20,1615,c
E01002815,Kensington and Chelsea 011B,c,c,45,775,c
E01002816,Kensington and Chelsea 011C,c,10,50,730,c
E01002817,Kensington and Chelsea 011D,20,55,215,515,c
E01002818,Kensington and Chelsea 012A,10,35,70,1480,c
E01002819,Kensington and Chelsea 012B,10,35,250,805,c
E01002821,Kensington and Chelsea 014A,c,20,170,650,c
E01002823,Kensington and Chelsea 014B,c,10,105,635,c
E01002824,Kensington and Chelsea 008A,c,10,120,595,c
E01002825,Kensington and Chelsea 008B,c,20,80,985,c
E01002826,Kensington and Chelsea 008C,10,20,90,850,c
E01002827,Kensington and Chelsea 008D,30,35,330,635,c
E01002828,Kensington and Chelsea 008E,15,30,205,530,c
E01002829,Kensington and Chelsea 004A,c,c,60,800,c
E01002830,Kensington and Chelsea 004B,c,c,70,860,c
E01002831,Kensington and Chelsea 004C,c,c,80,940,c
E01002832,Kensington and Chelsea 004D,c,c,40,890,c
E01002833,Kensington and Chelsea 007A,c,c,50,775,c
E01002834,Kensington and Chelsea 013B,c,10,35,745,c
E01002835,Kensington and Chelsea 016C,c,40,145,800,c
E01002836,Kensington and Chelsea 016D,c,c,15,910,c
E01002837,Kensington and Chelsea 016E,c,25,115,675,c
E01002839,Kensington and Chelsea 013C,c,c,40,1100,c
E01002840,Kensington and Chelsea 021A,10,15,20,585,45
E01002841,Kensington and Chelsea 021B,c,15,125,585,c
E01002842,Kensington and Chelsea 021C,c,c,c,425,c
E01002843,Kensington and Chelsea 021D,c,c,15,685,c
E01002844,Kensington and Chelsea 019A,c,50,175,690,c
E01002845,Kensington and Chelsea 019B,c,10,90,725,c
E01002846,Kensington and Chelsea 017A,c,c,10,865,c
E01002847,Kensington and Chelsea 015B,c,c,15,970,c
E01002848,Kensington and Chelsea 015C,c,c,c,890,c
E01002849,Kensington and Chelsea 017B,c,c,20,865,c
E01002850,Kensington and Chelsea 013D,c,25,145,695,c
E01002851,Kensington and Chelsea 015D,c,c,20,940,c
E01002852,Kensington and Chelsea 001A,c,15,10,920,15
E01002853,Kensington and Chelsea 001B,c,c,25,610,c
E01002854,Kensington and Chelsea 001C,c,c,25,470,c
E01002855,Kensington and Chelsea 001D,30,15,50,725,c
E01002856,Kensington and Chelsea 004E,c,20,40,885,c
E01002857,Kensington and Chelsea 001E,c,c,c,600,c
E01002858,Kensington and Chelsea 014C,c,c,c,1115,c
E01002859,Kensington and Chelsea 012C,c,c,50,1040,c
E01002860,Kensington and Chelsea 012D,10,35,355,520,c
E01002861,Kensington and Chelsea 014D,35,35,210,540,c
E01002862,Kensington and Chelsea 014E,c,c,20,1115,c
E01002863,Kensington and Chelsea 012E,c,35,135,860,c
E01002864,Kensington and Chelsea 009A,45,40,85,520,c
E01002865,Kensington and Chelsea 011E,30,55,170,505,c
E01002866,Kensington and Chelsea 009B,50,10,50,860,c
E01002867,Kensington and Chelsea 009C,c,c,55,935,c
E01002868,Kensington and Chelsea 009D,35,40,280,445,c
E01002869,Kensington and Chelsea 009E,c,c,95,785,c
E01002870,Kensington and Chelsea 005A,c,10,60,640,c
E01002871,Kensington and Chelsea 007B,c,45,315,440,c
E01002872,Kensington and Chelsea 005B,c,25,125,565,c
E01002873,Kensington and Chelsea 007C,15,65,280,400,c
E01002874,Kensington and Chelsea 007D,c,15,115,555,c
E01002875,Kensington and Chelsea 007E,15,85,100,510,c
E01002876,Kensington and Chelsea 003A,c,65,275,435,c
E01002877,Kensington and Chelsea 003B,c,20,65,695,15
E01002878,Kensington and Chelsea 003C,c,15,20,835,c
E01002879,Kensington and Chelsea 005C,c,c,40,740,c
E01002880,Kensington and Chelsea 005D,c,c,c,520,c
E01002881,Kensington and Chelsea 005E,c,25,80,440,c
E01002882,Kensington and Chelsea 006A,c,10,50,675,c
E01002883,Kensington and Chelsea 006B,c,40,180,620,c
E01002884,Kensington and Chelsea 006C,10,15,50,705,c
E01002885,Kensington and Chelsea 006D,c,15,35,910,c
E01002886,Kensington and Chelsea 006E,35,55,130,630,c
E01002887,Kensington and Chelsea 010A,c,c,70,825,c
E01002888,Kensington and Chelsea 013E,c,c,20,1250,c
E01002889,Kensington and Chelsea 010B,c,c,110,835,c
E01002890,Kensington and Chelsea 010C,25,130,205,400,c
E01002891,Kensington and Chelsea 010D,15,35,85,820,c
E01002892,Kensington and Chelsea 010E,c,15,60,965,c
E01002893,Kensington and Chelsea 017C,c,c,25,1090,c
E01002894,Kensington and Chelsea 017D,c,c,40,805,c
E01002896,Kensington and Chelsea 020C,c,70,125,790,c
E01002897,Kensington and Chelsea 020D,c,50,105,680,c
E01002898,Kensington and Chelsea 017E,10,25,105,725,c
E01002899,Kensington and Chelsea 018A,c,10,55,835,c
E01002900,Kensington and Chelsea 018B,15,30,225,545,c
E01002901,Kensington and Chelsea 018C,c,20,50,560,c
E01002902,Kensington and Chelsea 018D,c,c,40,1150,c
E01002903,Kensington and Chelsea 018E,10,15,430,325,c
E01002904,Kensington and Chelsea 002A,10,15,55,440,c
E01002905,Kensington and Chelsea 002B,c,10,65,615,c
E01002906,Kensington and Chelsea 002C,c,40,105,550,c
E01002907,Kensington and Chelsea 002D,c,c,10,530,c
E01002908,Kensington and Chelsea 003D,15,30,175,420,c
E01002909,Kensington and Chelsea 003E,15,15,35,1095,c
E01002910,Kensington and Chelsea 019C,25,60,85,670,c
E01002911,Kensington and Chelsea 019D,15,80,210,500,c
E01002912,Kensington and Chelsea 020E,c,45,80,710,c
E01002913,Kensington and Chelsea 021E,30,20,110,915,c
E01002914,Kensington and Chelsea 019E,20,50,280,515,c
E01002915,Kingston upon Thames 014A,95,335,10,55,c
E01002916,Kingston upon Thames 014B,25,480,c,35,c
E01002917,Kingston upon Thames 014C,75,420,c,c,c
E01002918,Kingston upon Thames 017A,30,95,500,10,c
E01002919,Kingston upon Thames 017B,35,190,170,440,30
E01002920,Kingston upon Thames 014D,85,430,30,55,c
E01002921,Kingston upon Thames 011A,30,35,30,835,c
E01002922,Kingston upon Thames 010A,175,210,25,335,c
E01002923,Kingston upon Thames 013A,20,70,215,615,c
E01002924,Kingston upon Thames 014E,160,360,c,50,c
E01002925,Kingston upon Thames 013B,35,120,140,535,c
E01002926,Kingston upon Thames 010B,85,355,50,130,c
E01002927,Kingston upon Thames 008A,30,200,275,150,c
E01002928,Kingston upon Thames 008B,110,175,100,405,c
E01002929,Kingston upon Thames 007A,125,365,25,185,c
E01002930,Kingston upon Thames 007B,80,210,90,460,c
E01002931,Kingston upon Thames 007C,55,320,260,105,c
E01002932,Kingston upon Thames 006A,25,180,240,250,c
E01002933,Kingston upon Thames 004A,115,230,85,425,c
E01002934,Kingston upon Thames 004B,235,140,150,195,c
E01002935,Kingston upon Thames 003A,75,150,120,515,c
E01002937,Kingston upon Thames 004D,130,330,145,70,c
E01002938,Kingston upon Thames 003B,140,350,110,220,c
E01002939,Kingston upon Thames 018A,40,270,160,145,c
E01002940,Kingston upon Thames 020A,20,250,200,160,c
E01002941,Kingston upon Thames 018B,60,365,50,160,15
E01002942,Kingston upon Thames 018C,75,365,65,30,c
E01002943,Kingston upon Thames 020B,15,320,105,80,c
E01002944,Kingston upon Thames 019A,10,80,415,30,c
E01002945,Kingston upon Thames 019B,40,110,325,195,c
E01002946,Kingston upon Thames 019C,55,160,365,40,c
E01002947,Kingston upon Thames 019D,50,180,345,55,c
E01002948,Kingston upon Thames 020C,175,320,225,120,c
E01002949,Kingston upon Thames 020D,135,235,210,125,c
E01002950,Kingston upon Thames 020E,55,170,115,390,c
E01002951,Kingston upon Thames 003C,60,80,220,255,c
E01002952,Kingston upon Thames 002A,420,20,35,50,c
E01002953,Kingston upon Thames 002B,285,95,c,85,c
E01002954,Kingston upon Thames 003D,35,15,25,595,c
E01002955,Kingston upon Thames 002C,115,215,75,170,c
E01002956,Kingston upon Thames 002D,180,200,50,35,c
E01002957,Kingston upon Thames 003E,50,30,50,460,c
E01002958,Kingston upon Thames 008C,50,275,275,75,c
E01002959,Kingston upon Thames 002E,330,155,c,c,c
E01002960,Kingston upon Thames 006B,60,355,75,120,c
E01002961,Kingston upon Thames 008D,120,390,75,35,c
E01002962,Kingston upon Thames 006C,30,270,210,25,c
E01002963,Kingston upon Thames 007D,35,165,65,540,c
E01002964,Kingston upon Thames 005A,75,145,165,760,c
E01002965,Kingston upon Thames 009A,70,195,70,900,c
E01002966,Kingston upon Thames 010C,85,355,90,285,c
E01002967,Kingston upon Thames 009B,30,95,60,835,c
E01002968,Kingston upon Thames 009C,85,205,45,925,c
E01002969,Kingston upon Thames 005B,c,40,50,675,c
E01002970,Kingston upon Thames 006D,45,340,95,205,c
E01002971,Kingston upon Thames 005C,45,330,140,250,c
E01002972,Kingston upon Thames 005D,75,135,75,650,c
E01002973,Kingston upon Thames 006E,30,210,250,45,c
E01002974,Kingston upon Thames 005E,115,245,25,385,c
E01002975,Kingston upon Thames 012A,260,175,c,75,c
E01002976,Kingston upon Thames 015A,25,230,385,20,c
E01002977,Kingston upon Thames 012B,75,240,55,290,c
E01002978,Kingston upon Thames 015B,85,430,80,145,c
E01002979,Kingston upon Thames 015C,70,350,40,165,c
E01002980,Kingston upon Thames 012C,170,245,70,c,c
E01002981,Kingston upon Thames 012D,120,365,45,10,c
E01002982,Kingston upon Thames 015D,145,205,90,90,c
E01002983,Kingston upon Thames 015E,245,340,35,c,c
E01002984,Kingston upon Thames 012E,160,100,75,280,c
E01002985,Kingston upon Thames 007E,25,110,390,95,c
E01002986,Kingston upon Thames 008E,110,280,55,50,c
E01002987,Kingston upon Thames 011B,10,20,c,990,c
E01002988,Kingston upon Thames 011C,20,145,50,445,10
E01002989,Kingston upon Thames 011D,20,165,185,600,c
E01002990,Kingston upon Thames 009D,20,55,60,810,c
E01002991,Kingston upon Thames 009E,100,215,40,355,c
E01002992,Kingston upon Thames 010D,30,235,95,130,c
E01002993,Kingston upon Thames 013C,20,55,15,775,c
E01002994,Kingston upon Thames 016A,190,110,15,310,c
E01002995,Kingston upon Thames 013D,235,55,40,320,c
E01002996,Kingston upon Thames 016B,120,275,45,180,c
E01002997,Kingston upon Thames 016C,145,205,65,205,c
E01002998,Kingston upon Thames 016D,45,195,115,285,c
E01002999,Kingston upon Thames 013E,20,25,40,725,c
E01003000,Kingston upon Thames 017C,15,350,190,130,c
E01003001,Kingston upon Thames 017D,25,355,205,70,c
E01003002,Kingston upon Thames 016E,55,190,240,335,c
E01003003,Kingston upon Thames 017E,40,305,65,280,c
E01003004,Kingston upon Thames 018D,115,235,185,95,c
E01003005,Kingston upon Thames 018E,15,440,75,60,c
E01003006,Kingston upon Thames 001A,130,235,115,145,c
E01003007,Kingston upon Thames 001B,45,305,220,25,c
E01003008,Kingston upon Thames 001C,35,170,305,c,c
E01003009,Kingston upon Thames 001D,115,250,115,325,c
E01003010,Kingston upon Thames 001E,230,150,105,65,c
E01003011,Kingston upon Thames 004E,145,235,40,335,c
E01003013,Lambeth 036A,c,c,15,1045,c
E01003014,Lambeth 036B,c,15,65,610,c
E01003015,Lambeth 002A,c,c,65,770,c
E01003016,Lambeth 036C,c,20,60,515,c
E01003017,Lambeth 036D,c,20,160,720,c
E01003018,Lambeth 020A,15,35,135,840,c
E01003019,Lambeth 015A,c,45,285,620,c
E01003020,Lambeth 016A,15,35,140,700,c
E01003021,Lambeth 021A,20,55,225,370,c
E01003022,Lambeth 021B,20,40,235,500,c
E01003023,Lambeth 021C,15,35,100,1045,c
E01003024,Lambeth 021D,c,c,c,800,c
E01003025,Lambeth 021E,15,50,155,690,c
E01003026,Lambeth 019A,c,60,130,485,c
E01003027,Lambeth 019B,10,85,250,200,c
E01003028,Lambeth 019C,10,90,170,420,c
E01003029,Lambeth 017A,20,60,95,810,c
E01003030,Lambeth 019D,c,50,170,605,c
E01003031,Lambeth 023A,c,20,15,720,c
E01003032,Lambeth 017B,10,35,95,730,c
E01003033,Lambeth 019E,30,85,185,340,c
E01003034,Lambeth 012A,15,30,135,585,c
E01003035,Lambeth 012B,c,35,110,680,c
E01003036,Lambeth 012C,20,85,180,500,c
E01003037,Lambeth 013A,20,75,145,400,c
E01003038,Lambeth 013B,20,45,265,485,c
E01003039,Lambeth 013C,c,40,175,845,c
E01003040,Lambeth 013D,c,40,60,535,c
E01003041,Lambeth 017C,c,c,20,680,c
E01003042,Lambeth 013E,c,c,40,520,c
E01003043,Lambeth 018A,10,55,285,360,c
E01003044,Lambeth 018B,c,10,50,655,c
E01003045,Lambeth 011A,20,55,85,570,c
E01003046,Lambeth 009A,c,10,30,740,c
E01003047,Lambeth 011B,c,20,60,795,c
E01003048,Lambeth 009B,c,20,30,700,c
E01003049,Lambeth 011C,15,40,95,655,c
E01003050,Lambeth 016B,c,20,85,705,c
E01003051,Lambeth 018C,10,85,95,730,c
E01003052,Lambeth 016C,20,130,145,525,c
E01003053,Lambeth 015B,15,30,270,445,c
E01003054,Lambeth 015C,10,10,70,995,c
E01003055,Lambeth 016D,c,25,125,710,c
E01003056,Lambeth 015D,c,45,140,640,c
E01003057,Lambeth 017D,10,55,145,550,c
E01003058,Lambeth 015E,15,55,170,675,c
E01003059,Lambeth 011D,c,c,15,890,c
E01003060,Lambeth 011E,c,c,c,720,c
E01003061,Lambeth 011F,c,15,40,595,c
E01003062,Lambeth 033A,15,15,110,825,c
E01003063,Lambeth 033B,15,35,95,585,c
E01003064,Lambeth 028A,c,110,70,495,c
E01003065,Lambeth 031A,10,100,125,490,c
E01003066,Lambeth 028B,20,140,135,565,c
E01003067,Lambeth 033C,25,155,175,335,c
E01003068,Lambeth 031B,10,75,230,375,c
E01003069,Lambeth 033D,20,220,130,170,c
E01003070,Lambeth 033E,25,65,175,440,c
E01003071,Lambeth 018D,15,85,280,665,c
E01003072,Lambeth 014A,45,195,120,415,c
E01003073,Lambeth 014B,20,35,260,415,c
E01003074,Lambeth 018E,30,70,235,790,c
E01003075,Lambeth 009C,c,15,35,650,c
E01003076,Lambeth 014C,45,30,135,870,c
E01003077,Lambeth 014D,c,25,145,675,c
E01003078,Lambeth 014E,55,140,205,250,c
E01003079,Lambeth 027A,15,80,75,650,c
E01003080,Lambeth 027B,10,80,235,390,c
E01003081,Lambeth 028C,20,145,60,655,c
E01003082,Lambeth 031C,15,100,265,290,c
E01003083,Lambeth 030A,30,160,185,220,c
E01003084,Lambeth 030B,50,120,30,485,c
E01003085,Lambeth 030C,45,260,140,285,c
E01003086,Lambeth 031D,20,115,175,355,c
E01003087,Lambeth 031E,c,30,15,585,c
E01003088,Lambeth 010A,c,20,135,570,c
E01003089,Lambeth 008A,c,15,c,760,c
E01003090,Lambeth 012D,10,20,75,1155,c
E01003091,Lambeth 008B,c,c,40,650,c
E01003092,Lambeth 008C,10,35,95,915,c
E01003093,Lambeth 010B,c,c,c,985,c
E01003094,Lambeth 010C,c,20,170,485,c
E01003095,Lambeth 012E,10,80,80,560,c
E01003096,Lambeth 010D,10,25,175,730,c
E01003097,Lambeth 006A,c,20,100,630,c
E01003098,Lambeth 005A,c,15,165,490,c
E01003099,Lambeth 005B,c,10,85,695,c
E01003100,Lambeth 005C,c,c,60,875,c
E01003101,Lambeth 003A,c,c,15,690,c
E01003102,Lambeth 004A,c,35,90,735,c
E01003104,Lambeth 004C,c,15,65,845,c
E01003105,Lambeth 003B,c,10,30,800,c
E01003106,Lambeth 003C,c,15,150,905,c
E01003107,Lambeth 003D,c,25,200,735,c
E01003108,Lambeth 002B,c,15,30,750,c
E01003110,Lambeth 002C,c,30,345,645,c
E01003111,Lambeth 002D,c,c,15,840,c
E01003112,Lambeth 002E,10,15,60,860,c
E01003113,Lambeth 032A,30,55,85,610,c
E01003114,Lambeth 032B,30,75,240,715,c
E01003115,Lambeth 034A,c,65,90,545,c
E01003116,Lambeth 029A,170,130,75,280,c
E01003117,Lambeth 029B,55,65,130,615,c
E01003118,Lambeth 029C,30,170,80,455,c
E01003119,Lambeth 032C,35,65,70,715,c
E01003120,Lambeth 032D,10,55,60,1060,c
E01003121,Lambeth 006B,c,c,c,660,c
E01003122,Lambeth 004D,c,30,80,865,c
E01003123,Lambeth 006C,35,70,150,515,c
E01003124,Lambeth 006D,c,15,45,570,c
E01003125,Lambeth 006E,c,c,c,715,c
E01003126,Lambeth 008D,c,15,15,720,c
E01003127,Lambeth 010E,20,65,65,665,c
E01003128,Lambeth 008E,c,c,c,725,c
E01003129,Lambeth 004E,10,15,125,660,c
E01003130,Lambeth 026A,15,185,65,565,c
E01003131,Lambeth 026B,10,155,75,755,c
E01003132,Lambeth 024A,25,45,125,380,c
E01003133,Lambeth 027C,50,120,20,575,c
E01003134,Lambeth 027D,15,215,75,350,c
E01003135,Lambeth 026C,10,75,185,525,c
E01003136,Lambeth 022A,10,85,20,695,c
E01003137,Lambeth 022B,c,20,15,760,c
E01003138,Lambeth 026D,c,60,70,560,c
E01003139,Lambeth 035A,35,85,315,140,c
E01003140,Lambeth 035B,30,80,380,25,c
E01003141,Lambeth 034B,25,120,240,400,c
E01003142,Lambeth 035C,30,85,335,25,c
E01003143,Lambeth 035D,15,80,315,115,10
E01003144,Lambeth 034C,45,285,90,125,c
E01003145,Lambeth 034D,20,110,75,590,c
E01003146,Lambeth 035E,30,120,330,95,c
E01003147,Lambeth 034E,35,200,105,530,c
E01003148,Lambeth 032E,c,140,65,615,c
E01003149,Lambeth 030D,60,175,115,390,c
E01003150,Lambeth 032F,45,10,c,805,c
E01003151,Lambeth 026E,c,25,c,835,c
E01003152,Lambeth 027E,30,230,105,430,c
E01003153,Lambeth 029D,c,35,30,1020,c
E01003154,Lambeth 030E,35,140,145,585,c
E01003155,Lambeth 029E,15,165,245,335,c
E01003156,Lambeth 023B,c,30,145,525,c
E01003157,Lambeth 023C,c,50,325,220,c
E01003158,Lambeth 023D,c,20,80,665,c
E01003159,Lambeth 022C,15,40,70,820,c
E01003160,Lambeth 022D,c,20,c,695,c
E01003161,Lambeth 023E,40,15,130,385,c
E01003162,Lambeth 022E,c,c,c,800,c
E01003163,Lambeth 023F,40,150,160,275,c
E01003164,Lambeth 025A,20,60,115,875,c
E01003165,Lambeth 025B,10,130,145,460,c
E01003166,Lambeth 028D,35,105,115,955,c
E01003167,Lambeth 028E,20,170,305,215,c
E01003168,Lambeth 025C,15,70,245,335,c
E01003169,Lambeth 025D,15,115,155,790,c
E01003170,Lambeth 025E,50,135,290,345,c
E01003171,Lambeth 020B,c,40,170,635,c
E01003172,Lambeth 024B,c,40,105,705,c
E01003173,Lambeth 020C,c,160,220,350,c
E01003174,Lambeth 024C,c,c,25,835,c
E01003175,Lambeth 024D,25,90,175,355,c
E01003176,Lambeth 016E,c,20,35,765,c
E01003177,Lambeth 020D,c,40,100,600,c
E01003178,Lambeth 020E,c,25,185,490,c
E01003179,Lambeth 024E,c,c,20,640,c
E01003180,Lambeth 005D,c,55,200,450,c
E01003181,Lambeth 007A,c,25,70,625,c
E01003182,Lambeth 009D,20,40,95,640,c
E01003183,Lambeth 005E,20,65,165,460,c
E01003184,Lambeth 007B,c,c,15,590,c
E01003185,Lambeth 007C,25,15,20,795,c
E01003186,Lambeth 007D,35,80,95,1065,c
E01003187,Lambeth 007E,20,55,100,855,c
E01003188,Lambeth 009E,15,50,135,370,c
E01003189,Lewisham 034A,15,175,260,260,c
E01003190,Lewisham 034B,c,50,125,830,c
E01003191,Lewisham 034C,15,105,150,460,c
E01003192,Lewisham 034D,20,115,115,515,c
E01003193,Lewisham 029A,10,120,375,210,c
E01003194,Lewisham 029B,40,225,155,360,c
E01003195,Lewisham 029C,20,155,295,185,c
E01003196,Lewisham 029D,30,220,245,200,c
E01003197,Lewisham 029E,25,235,195,245,c
E01003198,Lewisham 009A,15,50,160,465,c
E01003199,Lewisham 007A,60,95,140,660,c
E01003200,Lewisham 009B,35,65,175,510,c
E01003201,Lewisham 007B,15,130,130,455,c
E01003202,Lewisham 009C,60,60,255,425,c
E01003203,Lewisham 009D,c,45,95,885,c
E01003204,Lewisham 007C,15,35,45,695,c
E01003205,Lewisham 007D,10,70,65,490,c
E01003206,Lewisham 007E,65,75,45,510,c
E01003207,Lewisham 005A,c,55,105,895,c
E01003209,Lewisham 005B,10,50,125,610,c
E01003210,Lewisham 005C,25,50,135,720,c
E01003211,Lewisham 008B,15,40,65,675,c
E01003212,Lewisham 005D,20,80,375,420,c
E01003213,Lewisham 008C,25,90,50,680,c
E01003214,Lewisham 008D,15,55,150,595,c
E01003215,Lewisham 005E,20,45,120,580,c
E01003216,Lewisham 025A,10,270,40,390,c
E01003217,Lewisham 022A,50,100,480,45,c
E01003218,Lewisham 022B,25,80,380,85,c
E01003219,Lewisham 025B,15,160,405,105,c
E01003220,Lewisham 022C,10,65,255,300,c
E01003221,Lewisham 025C,45,240,75,495,c
E01003222,Lewisham 022D,25,65,340,225,c
E01003223,Lewisham 025D,25,415,45,165,c
E01003224,Lewisham 022E,25,95,395,190,c
E01003225,Lewisham 015A,10,195,355,45,c
E01003226,Lewisham 019A,20,110,275,350,c
E01003227,Lewisham 019B,45,130,240,285,c
E01003228,Lewisham 019C,10,40,350,300,c
E01003229,Lewisham 019D,25,65,120,625,c
E01003230,Lewisham 019E,25,100,195,600,c
E01003231,Lewisham 015B,40,50,205,435,c
E01003232,Lewisham 015C,15,80,415,130,c
E01003233,Lewisham 015D,30,75,440,170,c
E01003235,Lewisham 038A,25,215,145,165,c
E01003236,Lewisham 037A,35,110,440,85,c
E01003237,Lewisham 037B,30,125,385,100,c
