LSOA code,LSOA name,Detached whole house or bungalow,Semi-detached whole house or bungalow,Terraced whole house or bungalow,"Flat, maisonette or apartment",A caravan or other mobile or temporary structure
E01002006,Haringey 035B,c,25,100,710,c
E01002007,Haringey 035C,30,95,105,595,c
E01002008,Haringey 030B,175,45,120,250,c
E01002009,Haringey 035D,35,105,120,475,c
E01002010,Haringey 030C,95,100,270,305,c
E01002011,Haringey 030D,30,95,45,685,c
E01002013,Haringey 022A,c,40,230,330,c
E01002014,Haringey 020B,c,15,105,770,c
E01002015,Haringey 020C,20,40,265,350,c
E01002016,Haringey 028A,c,15,205,725,c
E01002017,Haringey 028B,c,45,135,520,c
E01002018,Haringey 020D,20,60,275,265,c
E01002019,Haringey 022B,20,100,285,180,c
E01002020,Haringey 021A,15,105,140,495,c
E01002021,Haringey 022C,c,70,305,205,c
E01002022,Haringey 021B,15,55,115,905,c
E01002023,Haringey 021C,25,125,160,320,c
E01002024,Haringey 022D,c,50,215,285,c
E01002025,Haringey 021D,35,155,155,305,c
E01002026,Haringey 016A,25,40,140,580,c
E01002027,Haringey 010A,30,65,310,175,c
E01002028,Haringey 010B,50,65,330,220,c
E01002029,Haringey 016B,15,35,95,620,c
E01002030,Haringey 016C,15,75,190,440,c
E01002031,Haringey 016D,25,55,200,575,c
E01002032,Haringey 010C,40,65,265,410,c
E01002033,Haringey 010D,55,80,400,195,c
E01002034,Haringey 037A,15,20,35,1025,c
E01002036,Haringey 002A,50,85,185,420,c
E01002037,Haringey 002B,35,45,155,535,c
E01002038,Haringey 037B,35,45,70,635,c
E01002039,Haringey 002C,c,25,15,605,c
E01002040,Haringey 002D,60,155,320,455,c
E01002041,Haringey 037C,50,90,265,375,c
E01002042,Haringey 027A,35,50,240,290,c
E01002043,Haringey 026A,35,45,195,515,c
E01002044,Haringey 027B,15,30,215,505,c
E01002045,Haringey 026B,35,45,200,585,c
E01002046,Haringey 026C,30,75,215,405,c
E01002047,Haringey 027C,15,30,235,400,c
E01002048,Haringey 027D,30,35,295,410,c
E01002049,Haringey 026D,30,55,305,360,c
E01002050,Haringey 029A,30,45,340,110,c
E01002051,Haringey 029B,25,60,175,500,c
E01002052,Haringey 029C,35,65,305,160,c
E01002053,Haringey 032A,30,45,175,530,c
E01002054,Haringey 032B,c,15,35,675,c
E01002055,Haringey 029D,70,85,215,155,c
E01002056,Haringey 032C,30,45,135,785,c
E01002057,Haringey 032D,30,45,280,290,c
E01002058,Haringey 031D,30,45,180,445,c
E01002059,Haringey 028C,c,40,165,540,c
E01002060,Haringey 028D,c,35,205,550,c
E01002061,Haringey 036A,c,30,160,565,c
E01002062,Haringey 034D,10,45,145,710,c
E01002063,Haringey 036B,c,20,110,625,c
E01002064,Haringey 036C,10,15,70,595,c
E01002065,Haringey 036D,c,15,130,695,c
E01002066,Haringey 025A,20,40,95,790,c
E01002067,Haringey 024A,40,100,225,450,c
E01002068,Haringey 025B,60,65,260,525,c
E01002069,Haringey 024B,30,60,215,770,c
E01002070,Haringey 024C,40,85,435,650,c
E01002071,Haringey 025C,10,40,70,665,c
E01002072,Haringey 025D,25,60,190,490,c
E01002073,Haringey 024D,40,55,225,435,c
E01002074,Haringey 012A,45,85,165,630,c
E01002075,Haringey 015A,55,60,190,450,c
E01002076,Haringey 015B,55,85,435,150,c
E01002077,Haringey 012B,15,50,140,685,c
E01002078,Haringey 015C,15,35,100,1000,10
E01002079,Haringey 012C,70,70,395,105,c
E01002081,Haringey 012D,35,40,150,495,c
E01002082,Haringey 013A,30,50,120,385,c
E01002083,Haringey 019A,20,55,245,255,c
E01002084,Haringey 019B,25,75,255,355,c
E01002085,Haringey 019C,30,55,280,470,c
E01002086,Haringey 013B,15,50,245,350,c
E01002087,Haringey 019D,30,55,175,590,50
E01002088,Haringey 013C,35,75,285,325,c
E01002089,Haringey 013D,c,15,25,505,c
E01002090,Haringey 005A,55,140,275,215,c
E01002091,Haringey 006A,55,220,210,185,c
E01002092,Haringey 006B,15,40,105,525,c
E01002093,Haringey 005B,40,185,255,205,c
E01002094,Haringey 006C,45,150,300,60,c
E01002095,Haringey 006D,55,105,350,120,c
E01002096,Haringey 005C,35,150,315,110,c
E01002097,Haringey 005D,45,85,325,165,c
E01002098,Haringey 007A,30,35,270,375,c
E01002099,Haringey 008A,20,60,130,640,c
E01002100,Haringey 008B,45,80,205,385,c
E01002101,Haringey 007B,30,95,150,480,c
E01002102,Haringey 007C,25,105,110,565,c
E01002103,Haringey 008C,40,115,300,265,c
E01002104,Haringey 008D,50,95,275,130,c
E01002105,Haringey 007D,35,60,140,720,c
E01002106,Harrow 008A,35,560,20,55,c
E01002107,Harrow 012A,45,525,c,c,c
E01002108,Harrow 008B,35,500,15,15,c
E01002109,Harrow 008C,215,305,80,70,c
E01002110,Harrow 008D,90,405,10,40,c
E01002111,Harrow 008E,50,495,10,170,c
E01002112,Harrow 001A,395,65,30,400,c
E01002113,Harrow 002A,230,135,10,240,c
E01002114,Harrow 001B,95,115,20,860,c
E01002115,Harrow 002B,55,430,15,15,c
E01002116,Harrow 002C,205,140,c,310,c
E01002118,Harrow 002E,45,160,110,405,c
E01002119,Harrow 007A,30,340,50,600,c
E01002120,Harrow 007B,20,220,30,225,c
E01002121,Harrow 007C,25,460,15,55,c
E01002122,Harrow 007D,15,410,30,140,c
E01002123,Harrow 007E,25,340,30,165,c
E01002124,Harrow 010A,40,210,240,15,c
E01002125,Harrow 010B,45,190,155,190,c
E01002127,Harrow 023B,75,225,70,335,c
E01002128,Harrow 020A,30,125,100,615,c
E01002129,Harrow 023C,40,140,65,1190,c
E01002130,Harrow 020B,25,100,95,1020,c
E01002131,Harrow 023D,25,175,200,230,c
E01002132,Harrow 029A,90,135,65,595,c
E01002133,Harrow 027A,95,60,65,635,c
E01002134,Harrow 029B,115,100,30,395,c
E01002135,Harrow 029C,70,175,105,415,c
E01002136,Harrow 027B,40,290,70,325,c
E01002137,Harrow 029D,30,65,185,200,c
E01002138,Harrow 027C,15,105,325,75,c
E01002139,Harrow 006A,15,225,200,65,c
E01002140,Harrow 005A,30,390,95,125,c
E01002141,Harrow 005B,115,310,75,190,c
E01002142,Harrow 005C,175,235,60,200,c
E01002143,Harrow 005D,10,430,50,60,c
E01002144,Harrow 004A,225,220,65,85,c
E01002145,Harrow 005E,155,205,60,240,c
E01002146,Harrow 004B,185,280,15,45,c
E01002147,Harrow 004C,375,15,c,120,c
E01002148,Harrow 006B,60,415,c,15,c
E01002149,Harrow 004D,240,235,c,c,c
E01002150,Harrow 006C,145,100,75,630,c
E01002151,Harrow 006D,25,155,255,105,c
E01002152,Harrow 006E,265,165,c,230,c
E01002153,Harrow 019A,170,375,c,90,c
E01002155,Harrow 019B,95,310,75,175,c
E01002156,Harrow 015B,40,450,c,30,c
E01002157,Harrow 019C,20,355,80,160,c
E01002158,Harrow 019D,70,420,c,c,c
E01002159,Harrow 021A,30,210,215,270,c
E01002160,Harrow 021B,25,60,285,650,c
E01002161,Harrow 021C,30,380,50,300,c
E01002162,Harrow 015C,45,245,105,310,c
E01002163,Harrow 015D,55,375,75,50,c
E01002164,Harrow 021D,65,200,65,415,c
E01002165,Harrow 017A,25,145,225,160,c
E01002166,Harrow 017B,25,150,245,75,c
E01002167,Harrow 017C,20,175,230,60,c
E01002168,Harrow 017D,30,175,230,85,c
E01002169,Harrow 017E,25,160,180,180,c
E01002170,Harrow 033A,20,200,175,25,c
E01002171,Harrow 033B,30,245,145,140,c
E01002172,Harrow 033C,25,175,260,45,c
E01002173,Harrow 033D,75,215,245,60,c
E01002174,Harrow 033E,15,380,30,80,c
E01002175,Harrow 033F,20,325,c,70,c
E01002176,Harrow 033G,25,355,50,145,c
E01002177,Harrow 033H,15,375,15,95,c
E01002178,Harrow 033I,10,500,c,c,c
E01002179,Harrow 013A,25,255,105,590,c
E01002181,Harrow 020C,20,265,85,525,c
E01002182,Harrow 020D,35,325,40,335,c
E01002183,Harrow 013C,35,230,255,185,c
E01002184,Harrow 013D,50,165,210,275,c
E01002185,Harrow 009A,35,220,125,290,c
E01002186,Harrow 009B,90,105,85,555,c
E01002187,Harrow 009C,240,110,115,330,c
E01002188,Harrow 016A,335,165,35,115,c
E01002189,Harrow 016B,260,115,65,340,c
E01002190,Harrow 009D,425,200,c,10,c
E01002191,Harrow 022A,55,485,85,55,c
E01002192,Harrow 016C,270,95,105,245,c
E01002193,Harrow 016D,90,210,45,430,c
E01002194,Harrow 022B,340,180,10,145,c
E01002195,Harrow 022C,70,400,40,110,c
E01002196,Harrow 022D,100,480,35,c,c
E01002197,Harrow 012B,25,390,c,10,c
E01002198,Harrow 010C,40,205,240,30,c
E01002199,Harrow 012C,20,390,c,70,c
E01002200,Harrow 010D,20,210,260,110,c
E01002201,Harrow 012D,20,480,c,20,c
E01002202,Harrow 012E,25,140,40,535,c
E01002203,Harrow 010E,25,395,50,110,c
E01002204,Harrow 032A,15,110,205,335,c
E01002206,Harrow 032B,15,155,230,70,c
E01002207,Harrow 032C,20,175,330,25,c
E01002208,Harrow 025A,135,350,c,10,c
E01002209,Harrow 025B,65,335,c,305,c
E01002210,Harrow 032D,25,255,205,30,c
E01002211,Harrow 028A,25,165,230,65,c
E01002212,Harrow 028B,30,145,125,425,c
E01002214,Harrow 031A,20,115,320,175,c
E01002215,Harrow 031B,35,135,265,190,c
E01002216,Harrow 028C,25,145,330,25,c
E01002217,Harrow 028D,25,115,205,460,c
E01002218,Harrow 030A,70,250,80,290,c
E01002219,Harrow 030B,35,130,235,260,c
E01002220,Harrow 031C,15,245,180,60,c
E01002221,Harrow 030C,15,260,85,185,c
E01002222,Harrow 030D,c,375,95,35,c
E01002223,Harrow 031D,20,430,95,50,c
E01002224,Harrow 031E,15,290,140,90,c
E01002225,Harrow 001C,400,60,40,315,c
E01002226,Harrow 001D,210,90,155,740,c
E01002227,Harrow 003A,50,310,150,155,c
E01002228,Harrow 003B,240,170,155,265,c
E01002229,Harrow 003C,100,230,85,385,c
E01002230,Harrow 003D,155,405,30,75,c
E01002231,Harrow 013E,25,200,255,220,c
E01002232,Harrow 011A,30,365,65,320,c
E01002233,Harrow 011B,30,200,125,545,c
E01002234,Harrow 011C,30,180,340,90,c
E01002235,Harrow 011D,40,210,230,135,c
E01002236,Harrow 011E,40,100,315,350,c
E01002237,Harrow 024A,25,100,230,480,c
E01002238,Harrow 024B,25,215,250,140,c
E01002239,Harrow 025C,80,420,c,360,c
E01002240,Harrow 024C,15,190,245,235,c
E01002241,Harrow 025D,25,405,25,230,c
E01002242,Harrow 024D,45,515,25,65,c
E01002243,Havering 013A,45,145,130,600,c
E01002244,Havering 011A,65,220,215,270,c
E01002245,Havering 011B,50,330,195,90,c
E01002246,Havering 017A,15,400,160,85,c
E01002247,Havering 017B,20,240,325,375,c
E01002248,Havering 017C,90,170,165,260,c
E01002250,Havering 017E,35,190,260,245,c
E01002251,Havering 017F,15,220,180,130,c
E01002252,Havering 018A,145,300,165,45,c
E01002253,Havering 019A,100,520,c,c,c
E01002254,Havering 019B,120,430,85,30,c
E01002255,Havering 022A,30,305,250,55,c
E01002256,Havering 018B,120,335,150,35,c
E01002257,Havering 019C,210,305,15,150,c
E01002258,Havering 018C,55,255,120,360,c
E01002259,Havering 018D,35,190,375,20,15
E01002260,Havering 026A,40,310,290,15,c
E01002261,Havering 026B,25,170,395,95,c
E01002262,Havering 026C,15,395,165,120,c
E01002263,Havering 026D,25,285,305,c,c
E01002264,Havering 026E,20,95,205,435,c
E01002265,Havering 025A,10,185,385,75,c
E01002266,Havering 027A,c,530,50,35,c
E01002267,Havering 027B,15,235,300,220,c
E01002268,Havering 010A,125,285,55,80,c
E01002269,Havering 010B,95,445,105,50,c
E01002270,Havering 015A,445,15,c,210,c
E01002271,Havering 015B,510,20,c,c,c
E01002272,Havering 014A,85,245,190,35,c
E01002273,Havering 015C,285,180,30,10,c
E01002274,Havering 014B,125,385,90,115,c
E01002275,Havering 015D,270,220,20,25,c
E01002276,Havering 001A,110,280,220,120,10
E01002277,Havering 002A,25,300,185,120,c
E01002278,Havering 001B,25,245,250,135,c
E01002279,Havering 002B,20,245,335,80,c
E01002280,Havering 004A,20,170,225,280,c
E01002281,Havering 002C,25,290,195,510,c
E01002282,Havering 004B,15,175,185,415,c
E01002283,Havering 002D,20,225,285,100,c
E01002284,Havering 004C,25,310,335,145,c
E01002285,Havering 025B,50,430,60,20,c
E01002286,Havering 025C,30,520,65,c,c
E01002287,Havering 023A,15,420,150,30,c
E01002288,Havering 025D,75,340,135,90,c
E01002289,Havering 022B,20,490,100,40,c
E01002290,Havering 025E,20,580,30,20,c
E01002291,Havering 023B,20,410,40,325,c
E01002292,Havering 022C,15,495,45,110,c
E01002294,Havering 007B,125,345,80,105,c
E01002295,Havering 010C,105,260,140,335,c
E01002296,Havering 007C,175,300,190,75,c
E01002297,Havering 004D,10,245,155,320,c
E01002298,Havering 007D,50,360,230,35,c
E01002299,Havering 002E,20,295,315,60,c
E01002300,Havering 007E,70,445,85,270,c
E01002301,Havering 003A,115,375,100,50,c
E01002302,Havering 005A,25,520,25,80,c
E01002303,Havering 003B,45,260,210,340,c
E01002304,Havering 003C,190,175,140,45,c
E01002305,Havering 005B,30,300,270,40,c
E01002306,Havering 003D,30,170,180,295,c
E01002307,Havering 003E,c,540,20,120,c
E01002308,Havering 005C,70,225,255,145,c
E01002309,Havering 006A,120,240,150,190,c
E01002310,Havering 006B,30,125,350,250,c
E01002311,Havering 006C,30,380,190,95,c
E01002312,Havering 001C,90,175,250,105,120
E01002313,Havering 001D,50,250,400,140,70
E01002314,Havering 004E,30,165,375,100,c
E01002315,Havering 006D,20,180,270,200,c
E01002316,Havering 004F,25,85,350,385,c
E01002317,Havering 014C,205,245,105,15,c
E01002318,Havering 014D,55,270,310,10,c
E01002319,Havering 016A,40,360,80,400,c
E01002320,Havering 021A,20,215,305,25,c
E01002321,Havering 021B,230,220,125,160,c
E01002322,Havering 021C,45,150,520,30,c
E01002323,Havering 021D,55,305,245,55,c
E01002324,Havering 021E,85,305,165,115,c
E01002325,Havering 011C,30,220,285,320,c
E01002326,Havering 005D,25,305,230,120,c
E01002327,Havering 009A,65,230,250,75,c
E01002328,Havering 009B,30,420,150,55,c
E01002329,Havering 011D,115,300,235,50,c
E01002330,Havering 011E,100,245,175,225,c
E01002331,Havering 005E,65,175,375,10,c
E01002332,Havering 009C,70,250,265,125,c
E01002333,Havering 008A,70,395,55,10,c
E01002334,Havering 008B,215,435,15,25,c
E01002335,Havering 009D,45,225,185,145,c
E01002336,Havering 008C,50,355,165,65,c
E01002337,Havering 012A,340,55,c,165,c
E01002338,Havering 009E,50,300,115,70,c
E01002339,Havering 008D,125,440,50,c,c
E01002340,Havering 009F,30,190,255,55,c
E01002341,Havering 008E,40,450,70,c,c
E01002342,Havering 030A,35,145,355,120,c
E01002343,Havering 029A,265,320,75,c,c
E01002344,Havering 029B,145,330,175,135,c
E01002345,Havering 030B,35,135,200,465,c
E01002346,Havering 030C,55,275,215,45,c
E01002347,Havering 030D,40,320,200,15,c
E01002348,Havering 029C,180,345,135,20,c
E01002349,Havering 029D,200,235,145,45,c
E01002350,Havering 016B,30,135,150,415,c
E01002351,Havering 016C,25,400,195,110,c
E01002352,Havering 016D,90,275,90,395,c
E01002353,Havering 013B,170,325,85,355,c
E01002354,Havering 012B,120,270,70,140,c
E01002355,Havering 014E,15,165,390,15,c
E01002356,Havering 013C,10,155,55,865,c
E01002358,Havering 016E,40,290,310,280,c
E01002359,Havering 020A,20,300,120,95,c
E01002360,Havering 020B,70,295,40,370,c
E01002361,Havering 020C,35,210,115,600,c
E01002362,Havering 022D,80,375,20,175,c
E01002363,Havering 020D,40,270,130,215,c
E01002364,Havering 023C,70,415,45,30,c
E01002365,Havering 023D,15,280,160,110,c
E01002366,Havering 023E,35,240,280,20,c
E01002367,Havering 020E,55,365,35,285,c
E01002368,Havering 028A,95,160,170,650,c
E01002369,Havering 028B,210,260,185,125,c
E01002370,Havering 028C,60,385,210,265,c
E01002371,Havering 028D,175,175,270,65,c
E01002372,Havering 027C,60,255,300,20,c
E01002373,Havering 027D,90,165,320,70,c
E01002374,Havering 027E,30,160,350,120,10
E01002375,Havering 028E,65,135,285,245,c
E01002376,Havering 012C,155,290,50,35,c
E01002377,Havering 010D,80,185,260,275,c
E01002378,Havering 010E,20,240,355,c,c
E01002379,Havering 012D,180,220,25,290,c
E01002380,Havering 012E,130,190,45,800,c
E01002381,Havering 012F,175,140,105,250,c
E01002382,Havering 014F,105,335,120,230,c
E01002383,Havering 010F,25,450,110,90,c
E01002384,Havering 019D,85,510,55,60,c
E01002385,Havering 024A,125,355,125,20,10
E01002386,Havering 022E,100,320,15,550,c
E01002387,Havering 024B,115,495,10,c,c
E01002388,Havering 024C,130,455,20,15,c
E01002389,Havering 024D,155,450,c,35,c
E01002390,Havering 024E,55,455,20,10,c
E01002391,Havering 018E,85,505,25,35,10
E01002392,Hillingdon 020A,20,125,210,275,c
E01002393,Hillingdon 020B,30,245,140,335,c
E01002394,Hillingdon 021A,25,370,50,85,c
E01002395,Hillingdon 021B,25,260,110,55,c
E01002396,Hillingdon 026A,45,295,90,175,c
E01002397,Hillingdon 021C,35,195,145,235,c
E01002398,Hillingdon 021D,30,380,45,65,c
E01002399,Hillingdon 021E,25,320,140,20,c
E01002400,Hillingdon 024A,40,375,100,150,c
E01002401,Hillingdon 024B,55,205,240,300,c
E01002402,Hillingdon 024C,25,400,35,65,c
E01002403,Hillingdon 024D,50,375,155,180,c
E01002404,Hillingdon 024E,35,185,160,325,c
E01002405,Hillingdon 027A,45,275,160,200,c
E01002408,Hillingdon 019A,60,235,195,210,c
E01002409,Hillingdon 019B,125,355,60,200,c
E01002410,Hillingdon 017A,200,165,195,155,c
E01002411,Hillingdon 022A,60,305,140,240,c
E01002412,Hillingdon 017B,240,210,145,260,c
E01002413,Hillingdon 022B,35,215,145,230,c
E01002414,Hillingdon 015A,105,130,100,235,c
E01002415,Hillingdon 010A,15,95,525,15,c
E01002416,Hillingdon 008A,15,375,180,35,c
E01002417,Hillingdon 008B,225,260,60,260,c
E01002418,Hillingdon 006A,c,545,50,70,c
E01002419,Hillingdon 006B,30,415,15,225,c
E01002420,Hillingdon 008C,50,370,115,155,c
E01002421,Hillingdon 008D,105,415,25,105,c
E01002422,Hillingdon 018A,20,360,25,110,c
E01002423,Hillingdon 018B,35,445,30,115,c
E01002424,Hillingdon 018C,20,370,115,40,c
E01002425,Hillingdon 018D,15,295,75,230,c
E01002426,Hillingdon 021F,50,210,360,70,c
E01002427,Hillingdon 018E,15,380,20,125,c
E01002428,Hillingdon 018F,35,370,20,100,c
E01002429,Hillingdon 019C,30,240,120,150,c
E01002430,Hillingdon 007A,410,105,c,20,c
E01002431,Hillingdon 006C,50,435,c,c,c
E01002432,Hillingdon 006D,55,315,15,290,c
E01002433,Hillingdon 004A,160,265,240,390,c
E01002434,Hillingdon 007B,330,125,15,40,c
E01002435,Hillingdon 007C,355,190,15,15,c
E01002436,Hillingdon 004B,125,300,150,130,c
E01002437,Hillingdon 006E,340,185,c,90,c
E01002438,Hillingdon 003A,155,165,125,125,c
E01002439,Hillingdon 003B,100,225,135,190,c
E01002440,Hillingdon 003C,85,320,75,165,c
E01002441,Hillingdon 003D,150,145,235,210,c
E01002442,Hillingdon 003E,20,370,135,130,20
E01002443,Hillingdon 032A,35,285,120,300,c
E01002444,Hillingdon 031A,90,340,105,220,c
E01002445,Hillingdon 029A,20,135,185,310,c
E01002446,Hillingdon 031B,110,335,125,95,c
E01002447,Hillingdon 031C,50,250,100,390,c
E01002448,Hillingdon 032B,60,170,195,380,c
E01002449,Hillingdon 032C,30,180,75,525,c
E01002450,Hillingdon 014A,c,95,390,15,c
E01002451,Hillingdon 014B,25,315,140,45,c
E01002452,Hillingdon 014C,25,150,305,55,c
E01002453,Hillingdon 014D,20,185,360,80,c
E01002454,Hillingdon 014E,20,215,280,170,c
E01002455,Hillingdon 019D,115,245,165,210,c
E01002456,Hillingdon 017C,65,275,185,135,c
E01002457,Hillingdon 019E,20,155,220,155,c
E01002458,Hillingdon 011A,345,185,c,25,c
E01002459,Hillingdon 011B,410,215,15,c,c
E01002460,Hillingdon 011C,115,230,55,255,c
E01002461,Hillingdon 013A,420,45,30,95,c
E01002462,Hillingdon 011D,195,255,50,55,c
E01002463,Hillingdon 013B,295,215,10,25,c
E01002464,Hillingdon 011E,10,490,65,70,c
E01002465,Hillingdon 009A,20,240,70,330,c
E01002466,Hillingdon 010B,10,85,540,20,c
E01002467,Hillingdon 009B,75,385,65,120,c
E01002468,Hillingdon 010C,15,80,515,40,c
E01002469,Hillingdon 010D,25,130,440,60,c
E01002470,Hillingdon 007D,195,230,30,305,c
E01002471,Hillingdon 008E,100,150,370,35,c
E01002472,Hillingdon 002A,95,45,60,685,c
E01002473,Hillingdon 001A,420,30,20,245,c
E01002474,Hillingdon 002B,145,185,190,200,c
E01002475,Hillingdon 001B,145,55,175,390,c
E01002476,Hillingdon 001C,375,25,95,160,c
E01002477,Hillingdon 001D,165,75,65,305,c
E01002478,Hillingdon 002C,110,165,95,355,c
E01002479,Hillingdon 004C,70,305,155,145,c
E01002480,Hillingdon 004D,335,200,50,135,c
E01002481,Hillingdon 004E,80,180,120,305,c
E01002482,Hillingdon 001E,510,85,25,30,c
E01002483,Hillingdon 002D,155,290,15,315,c
E01002484,Hillingdon 002E,55,285,145,135,c
E01002485,Hillingdon 002F,110,205,55,515,c
E01002486,Hillingdon 028A,40,395,115,175,c
E01002487,Hillingdon 028B,40,205,240,155,c
E01002488,Hillingdon 030B,45,365,75,60,c
E01002489,Hillingdon 030C,40,350,50,140,c
E01002490,Hillingdon 030D,40,370,180,120,c
E01002491,Hillingdon 032D,40,225,150,135,c
E01002492,Hillingdon 030E,45,325,110,45,c
E01002493,Hillingdon 032E,40,130,270,190,c
E01002494,Hillingdon 009C,15,240,320,80,c
E01002495,Hillingdon 010E,30,180,365,160,c
E01002496,Hillingdon 033A,15,170,255,360,c
E01002497,Hillingdon 033B,125,205,85,625,c
E01002498,Hillingdon 033C,55,385,45,75,c
E01002499,Hillingdon 033D,65,310,55,270,c
E01002501,Hillingdon 026B,45,315,105,70,c
E01002502,Hillingdon 026C,25,340,190,30,c
E01002503,Hillingdon 027C,25,285,125,145,c
E01002505,Hillingdon 026D,25,160,175,330,c
E01002506,Hillingdon 027E,25,190,35,460,c
E01002507,Hillingdon 027F,40,380,90,60,c
E01002508,Hillingdon 026E,70,145,205,320,c
E01002509,Hillingdon 017D,195,310,10,c,c
E01002511,Hillingdon 017E,40,305,215,110,c
E01002512,Hillingdon 013C,385,150,65,210,c
E01002513,Hillingdon 013D,295,115,c,210,c
E01002514,Hillingdon 015C,60,175,200,530,c
E01002516,Hillingdon 013E,395,50,20,65,c
E01002518,Hillingdon 022C,135,235,60,80,c
E01002519,Hillingdon 022D,35,230,120,625,25
E01002520,Hillingdon 016B,30,215,185,405,c
E01002521,Hillingdon 016C,35,110,110,995,10
E01002523,Hillingdon 016D,25,330,100,120,c
E01002525,Hillingdon 029B,145,265,85,230,c
E01002526,Hillingdon 028C,40,330,180,515,c
E01002527,Hillingdon 031D,105,155,110,225,120
E01002528,Hillingdon 028D,25,310,200,65,c
E01002529,Hillingdon 029C,60,255,165,500,c
E01002530,Hillingdon 029D,15,230,155,245,c
E01002531,Hillingdon 029E,165,260,80,195,c
E01002533,Hillingdon 005A,40,275,210,80,c
E01002534,Hillingdon 005B,190,215,55,175,c
E01002535,Hillingdon 007E,225,115,30,715,c
E01002536,Hillingdon 009D,80,90,210,255,c
E01002537,Hillingdon 009E,220,135,210,530,c
E01002538,Hillingdon 005C,165,140,220,265,c
E01002539,Hillingdon 005D,310,210,10,175,c
E01002540,Hillingdon 020C,45,195,175,260,c
E01002541,Hillingdon 023A,160,275,250,140,c
E01002542,Hillingdon 020D,20,170,60,475,c
E01002543,Hillingdon 020E,20,240,140,260,c
E01002544,Hillingdon 023B,105,200,175,110,c
E01002545,Hillingdon 023C,30,170,160,140,c
E01002546,Hillingdon 023D,35,240,180,20,c
E01002547,Hillingdon 023E,35,190,145,160,10
E01002548,Hillingdon 025A,50,340,130,245,c
E01002549,Hillingdon 025B,50,345,130,255,c
E01002550,Hillingdon 022E,20,145,195,480,c
E01002551,Hillingdon 025C,25,380,125,180,c
E01002552,Hillingdon 025D,50,335,155,35,c
