ATCOCode,CommonName,NptgLocalityCode,LocalityName,Longitude,Latitude,Status
490002355HW,Broomwood Road / Hillier Road,N0077644,Clapham South,-0.16121,51.45413,active
49000256HS,Eversleigh Road / Battersea,E0034886,Battersea,-0.1584,51.46851,active
490002357HW,Sabine Road / Eland Road,E0034886,Battersea,-0.16055,51.46729,active
490002358HW,Sabine Road / Elsley Road,E0034886,Battersea,-0.1623,51.46715,active
490002359HE,Crescent Road / Alexandra Palace,N0077741,Alexandra Palace,-0.12365,51.5988,active
490002360HE,Alexandra Avenue / Alexandra Palace,N0077741,Alexandra Palace,-0.12613,51.59846,active
490002360HW,Alexandra Avenue / Alexandra Palace,N0077741,Alexandra Palace,-0.12665,51.59829,active
490002361HE,Talbot Road / Alexandra Palace,N0077741,Alexandra Palace,-0.13222,51.59901,active
490002362HW,United Reformed Church,E0034406,Muswell Hill,-0.13561,51.59905,active
490002363SZ,Waddon Marsh Sainsburys,E0034242,Waddon,-0.11787,51.37465,active
490002364ZH,Stables Market,E0034182,Primrose Hill,-0.14761,51.54264,active
490011122N,Shaftesbury Avenue / Roxeth,E0034436,Roxeth,-0.35313,51.5727,active
490002366HW,Hampstead Way / Hampstead Heath Extension,N0065158,Hampstead Garden Suburb,-0.18636,51.57314,active
490002367HW,Wildwood Road / Hampstead Way,E0033950,Childs Hill,-0.18157,51.56968,active
490002368HE,Ingram Avenue / Hampstead,N0065158,Hampstead Garden Suburb,-0.18145,51.57313,active
490002368HW,Ingram Avenue / Hampstead,N0065158,Hampstead Garden Suburb,-0.17678,51.57294,active
490002369HW,Winnington Road / Hampstead,E0034187,Vale of Health,-0.17524,51.5722,active
490002370HW,Hill Top,N0065158,Hampstead Garden Suburb,-0.18727,51.58853,active
490002371YY,Battersea Power Station,E0034897,Nine Elms,-0.1408,51.48061,active
490002371ZZ,Battersea Power Station,E0034897,Nine Elms,-0.14063,51.48066,active
490004289D,Wilkes Road,E0034526,Brentford,-0.30213,51.48493,active
490007030W1,Friern Barnet Town Hall,E0033965,Friern Barnet,-0.15784,51.61305,active
490012606SC,Station Approach / St Mary Cray,E0034148,St Mary Cray,0.1119,51.3955,active
490012606S,Station Approach / St Mary Cray,E0034148,St Mary Cray,0.11287,51.39705,active
490012524D,Stamford Hill,E0034368,Stamford Hill,-0.07305,51.57369,active
490002376BR,Beechcroft Road / Tooting,E0034911,Upper Tooting,-0.16455,51.43589,active
490002377ZZ,Whipps Cross Bus Interchange,N0065221,Whipps Cross,0.00177,51.58136,active
490002378ZZ,Bolder Academy,E0034527,Brentford End,-0.33021,51.48739,active
490010518N,Westbourne Road / Arundel Square,E0034566,Barnsbury,-0.11088,51.54439,active
490013572N,Southend Lane / Bellingham,E0034673,Southend,-0.01405,51.429,active
490013572S,Southend Lane / Bellingham,E0034673,Southend,-0.01436,51.42949,active
490005858NZ,St George's Walk / Croydon Town Centre,N0060493,Croydon,-0.09865,51.37316,active
490018761S,Howden Road / Belvue Road,E0034270,Northolt,-0.36285,51.54515,active
490013611S,Thicket Road / Oakhill Road,N0065114,Sutton,-0.18571,51.369,active
490004097S,Penhill Road / Blackfen Road,E0034001,Blackfen,0.1187,51.44755,active
490012554N,Stanley Road / Stanley Park Road,E0034816,Carshalton on the Hill,-0.16227,51.35467,active
490013472N,Foresters Drive / The Newlands,N0060706,Roundshaw,-0.13749,51.35256,active
490009353E,Lonsdale Road / Castelnau,E0034751,Barnes,-0.23422,51.48603,active
490010001Z,Montpelier Road / Eaton Rise,N0060497,Ealing,-0.30649,51.52204,active
490015719S2,Roding Lane South / Whitney Avenue,N0060492,Redbridge,0.04354,51.58449,active
490011630S1,Redbridge Lane East,N0060492,Redbridge,0.04536,51.57715,active
490006732,Falmouth Gardens / South,N0060492,Redbridge,0.0512,51.57806,active
490003297N,Bull Lane / Edmonton,E0034293,Edmonton,-0.07612,51.61139,active
4900HC172S,Bull Lane / Edmonton,E0034293,Edmonton,-0.07612,51.61268,active
490010937E,Percy Road / Douglas Road,E0034726,Goodmayes,0.10897,51.57112,active
490010937W,Reede Road / Douglas Road,E0034726,Goodmayes,0.11007,51.57083,active
490011497N,Reede Road / Dagenham East,E0033934,Dagenham,0.1649,51.54611,active
490011497S,Reede Road / Dagenham East,E0033934,Dagenham,0.16511,51.54624,active
490015719N,Falmouth Gardens / Roding Lane,N0060492,Redbridge,0.0446,51.58527,active
490007168N,Nassau Road,E0034751,Barnes,-0.24986,51.47619,active
490013730U,Worcester Avenue,N0061137,Northumberland Park,-0.06531,51.60615,active
490006007S1,Horseferry Road / Lambeth Bridge,N0065177,Millbank,-0.1252,51.49551,active
490015522E,Pinner Station / Bridge Street,E0034431,Pinner,-0.383,51.59438,active
490002426SH,Springfield Hospital,E0034911,Upper Tooting,-0.17337,51.43936,active
490002427MR,Mandrake Road,E0034911,Upper Tooting,-0.16381,51.43637,active
490001296N,Mitcham Road / Tooting Station,E0034908,Tooting,-0.16101,51.42103,active
490000377Z,Beechfield Gardens,E0034471,Rush Green,0.16901,51.56892,active
490000235P,Tottenham Court Road Station / New Oxford Street,N0077727,Tottenham Court Road,-0.12832,51.51676,active
490003002E,Broadfields Avenue,E0033960,Edgware,-0.27342,51.62171,active
490003002W,Broadfields Avenue,E0033960,Edgware,-0.27332,51.6215,active
490003003N,Stoke Newington Town Hall,E0034369,Stoke Newington,-0.0835,51.56062,active
490012840W2,Stoke Newington Town Hall,E0034369,Stoke Newington,-0.08293,51.56118,active
490003001E,Clarence Road Hackney,N0060500,Hackney,-0.056,51.54955,active
490003023S,Fiveways Corner,E0033976,Mill Hill,-0.23589,51.60233,active
490003023N,Fiveways Corner,E0033976,Mill Hill,-0.23609,51.60211,active
490003025W,Abbey Lane,N0060321,Stratford,-0.00718,51.53378,active
490003026S,Finchale Road / Eynsham Drive,N0060483,Thamesmead,0.11218,51.49483,active
490003026N,Finchale Road / Eynsham Drive,N0060483,Thamesmead,0.1124,51.49462,active
490003027W,Abbey Road South Hampstead,E0034184,South Hampstead,-0.18668,51.53997,active
490003027E,Abbey Road South Hampstead,E0034184,South Hampstead,-0.18908,51.53918,active
490003028E,Abbey Road North Acton,N0075238,North Acton,-0.2699,51.52935,active
490003029W,Abbey Road Park Royal,N0075241,Park Royal,-0.27916,51.53867,active
490003030N,Abbey Road Studios / Grove End Road,E0034938,Maida Vale,-0.17784,51.53244,active
490003031S,Commercial Way,N0075241,Park Royal,-0.27481,51.53411,active
490003031N,Commercial Way,N0075241,Park Royal,-0.2751,51.53407,active
490003032S,Abbey School,E0034736,Loxford,0.0928,51.54777,active
490003033W,Abbey Sports Centre,N0059951,Barking,0.07971,51.53479,active
490003034E,Jamaica Road / Abbey Street,E0034789,Bermondsey,-0.06932,51.49857,active
490003034W,Jamaica Road / Abbey Street,E0034789,Bermondsey,-0.0708,51.49893,active
490003035S,Abbey Street,E0034789,Bermondsey,-0.07922,51.49818,active
490003035N,Abbey Street,E0034789,Bermondsey,-0.07926,51.49899,active
490003036E,Wigmore Street / Orchard Street,N0077633,Bond Street,-0.15391,51.51552,active
490003037E,Abbey Wood Lane,E0034469,Rainham,0.21338,51.52947,active
490003038E,Abbey Wood Pumping Station,N0060483,Thamesmead,0.1111,51.4975,active
490012529W,Abbey Wood Pumping Station,N0060483,Thamesmead,0.11256,51.49789,active
490003040E,Penmon Road,N0060483,Thamesmead,0.10893,51.49418,active
490003040W,Penmon Road,N0060483,Thamesmead,0.10763,51.49349,active
490002041S1,Gravel Hill (CR2),N0060443,Forestdale,-0.0377,51.35271,active
490002041N1,Gravel Hill (CR2),N0060443,Forestdale,-0.03789,51.35294,active
490003042N,Abbotsford Avenue,E0034414,West Green,-0.08994,51.58448,active
490003042S,Abbotsford Avenue,E0034414,West Green,-0.09012,51.58407,active
490003043W,Abbots Gardens,E0033958,East Finchley,-0.16985,51.58919,active
490003044H,Homerton High Street,E0034352,Homerton,-0.04644,51.54808,active
490003044B,Homerton High Street,E0034352,Homerton,-0.04663,51.54795,active
490003045X,Wandsworth Police Station,E0034912,Wandsworth,-0.1958,51.45731,active
490014189Y,Wandsworth Police Station,E0034912,Wandsworth,-0.19663,51.4572,active
490003046S,Abbots Way,E0034155,Upper Elmers End,-0.04143,51.39323,active
490003046W,Abbots Way,E0034155,Upper Elmers End,-0.04109,51.39312,active
490011236Q,Priory Road (SM3),E0034824,North Cheam,-0.219,51.36759,active
490003048E,Priory Road (SM3),E0034824,North Cheam,-0.21865,51.36831,active
490003049W,Abbs Cross Lane,E0034462,Hornchurch,0.21169,51.5628,active
490003049E,Abbs Cross Lane,E0034462,Hornchurch,0.21461,51.56309,active
490003050E,Abbs Cross Academy,N0060438,Elm Park,0.20641,51.55362,active
490003050W,Abbs Cross Academy,N0060438,Elm Park,0.2062,51.55342,active
490003051W,Abercorn Road Canons Park,E0034417,Canons Park,-0.30629,51.60603,active
490003051E,Abercorn Road Canons Park,E0034417,Canons Park,-0.307,51.60599,active
490003052N,Abercorn Road Mill Hill,N0077697,Mill Hill East,-0.20706,51.60664,active
490003053N,Aberdeen Park,E0034570,Highbury,-0.09823,51.55056,active
490003054W,Aberdeen Road Dollis Hill,E0034045,Dudden Hill,-0.2425,51.55306,active
490003054E,Aberdeen Road Dollis Hill,E0034045,Dudden Hill,-0.24184,51.55308,active
490003057S1,Streatham Common Station,E0034646,Streatham Vale,-0.13628,51.4178,active
490003057S2,Streatham Common Station,E0034646,Streatham Vale,-0.1369,51.41725,active
490003058E,Freeman Court,E0034222,Norbury,-0.12749,51.40905,active
490010439W,Freeman Court,E0034222,Norbury,-0.12749,51.40891,active
490003059E,Abingdon Street,E0034961,Westminster,-0.12561,51.49759,active
490003060E,Abinger Road,N0065206,Stamford Brook,-0.24967,51.49697,active
490003060W,Abinger Road,N0065206,Stamford Brook,-0.25005,51.49679,active
490003061N,Ardley Close Neasden,E0034055,Neasden,-0.25269,51.56202,active
490003062S,Colnedale Road,E0034515,Uxbridge,-0.47668,51.55419,active
490003062N,Colnedale Road,E0034515,Uxbridge,-0.47666,51.55485,active
490003063S,Acacia Road Acton,E0034247,Acton,-0.27003,51.51305,active
490003063N,Acacia Road Acton,E0034247,Acton,-0.26979,51.51368,active
490003064W,Acacia Road Hampton,E0034759,Hampton,-0.37256,51.42588,active
490003064E1,Acacia Road Hampton,E0034759,Hampton,-0.37204,51.42592,active
490003053S,Highbury Grove School / Aberdeen Park,E0034570,Highbury,-0.09811,51.55079,active
490003066E,Acer Avenue,N0075257,Wennington,0.21783,51.52283,active
490003066W,Acer Avenue,N0075257,Wennington,0.21748,51.52272,active
490005405G,Brooksby's Walk,E0034352,Homerton,-0.04382,51.55167,active
490003068N,West End Lane,E0034188,West Hampstead,-0.19256,51.54153,active
490003069S,Acorn Gardens,E0034240,Upper Norwood,-0.0812,51.4098,active
490003070S,Clapham Park Road,E0034630,Clapham Park,-0.12907,51.46051,active
490003070N,Clapham Park Road,E0034630,Clapham Park,-0.12931,51.46069,active
490003071W,Belvedere Place,E0034628,Brixton,-0.12024,51.46,active
490003071E,Belvedere Place,E0034628,Brixton,-0.11982,51.46023,active
490003072E,York Way Camden,N0060504,Camden Town,-0.127,51.5434,active
490003074N,Agar Grove / Maiden Lane,N0060504,Camden Town,-0.1259,51.54271,active
490003075Q,Acton Fire Station,E0034247,Acton,-0.27705,51.50744,active
490003076W,Acton Green,E0034248,Acton Green,-0.26447,51.4961,active
490003076C,Acton Green,E0034248,Acton Green,-0.26425,51.49638,active
490003077P,Mill Hill Road,E0034247,Acton,-0.27829,51.50606,active
490003078S,Acton Lane,N0075238,North Acton,-0.26803,51.52879,active
490003079R,Acton Lane Harlesden,E0034047,Harlesden,-0.24808,51.53441,active
490003077T,Hillcrest Road (W3),E0034247,Acton,-0.27829,51.50628,active
490015559M,Acton Market Place,E0034247,Acton,-0.27173,51.50914,active
490000042Z2,Acton Market Place,E0034247,Acton,-0.27148,51.50852,active
490003082E,Alexandra Road (EN3),E0034310,Ponders End,-0.03936,51.64734,active
490003088L,Acton Old Town Hall,E0034247,Acton,-0.26815,51.50628,active
490003083F,Acton Old Town Hall,E0034247,Acton,-0.26725,51.50675,active
490003083G,Acton Old Town Hall,E0034247,Acton,-0.26891,51.5067,active
490003084W,Acton Park,E0034247,Acton,-0.261,51.50637,active
490003084E,Acton Park,E0034247,Acton,-0.2603,51.5066,active
490003901E1,Bennetts Castle Lane Beacontree,N0060430,Becontree,0.12609,51.55843,active
490003086U,Westway,E0034394,White City,-0.23528,51.51383,active
490003087W1,Acton Street,E0034186,St Pancras,-0.11809,51.52835,active
490003087W2,Acton Street,E0034186,St Pancras,-0.11697,51.52858,active
490008771S,Acton Street,E0034186,St Pancras,-0.11564,51.52858,active
490012149N,Acton Street,E0034186,St Pancras,-0.11872,51.52761,active
490003088K,Acton Old Town Hall / Salisbury Street,E0034247,Acton,-0.2674,51.50588,active
490003089A,Denehurst Gardens,E0034247,Acton,-0.2775,51.50834,active
490003089B,Denehurst Gardens,E0034247,Acton,-0.27735,51.50843,active
490003090S,Imperial Road,E0034389,Sands End,-0.18318,51.47405,active
490003091S,Adamsrill Road,E0034653,Bell Green,-0.03854,51.43111,active
490003092W,Broadwater Farm Estate,N0065127,Bruce Grove,-0.08218,51.59436,active
490003093S,King Henry's Drive / Homestead Way,N0061225,New Addington,-0.00127,51.33635,active
490003093N,King Henry's Drive / Homestead Way,N0061225,New Addington,-0.00152,51.33682,active
490003095E,Addington Road / Pumping Station,E0034157,West Wickham,-0.01834,51.36406,active
490003095W,Addington Road / Pumping Station,E0034157,West Wickham,-0.01843,51.36391,active
490003096N,North Circular Road Brent Cross,N0077635,Brent Cross,-0.21752,51.5762,active
490010329H,North Circular Road Brent Cross,N0077635,Brent Cross,-0.21952,51.57748,active
490003097E,Glebe Way,E0034085,Coney Hall,-0.00067,51.37098,active
490003098S,Foxearth Road,E0034233,Selsdon/South Croydon,-0.06305,51.3437,active
490003099W,Addington Road / Glebe Way,E0034085,Coney Hall,-0.0022,51.37052,active
490003099N,Addington Road / Glebe Way,E0034085,Coney Hall,-0.00204,51.37074,active
490000380Z,Kantor Campus,N0060444,Fulwell Cross,0.08719,51.59429,active
490003100W,Brownswood Road / Green Lanes,E0034340,Brownswood Park,-0.09299,51.56367,active
490003102E,Canning Road,E0034214,Addiscombe,-0.08096,51.37921,active
490003102W,Canning Road,E0034214,Addiscombe,-0.08233,51.37941,active
490003103W,Parkview Road,E0034214,Addiscombe,-0.06929,51.38187,active
490003103E,Parkview Road,E0034214,Addiscombe,-0.07,51.38175,active
490003104S,Bullsmoor Lane,E0034301,Freezy Water,-0.03417,51.67843,active
490003105S,Garrick Crescent,N0060493,Croydon,-0.0883,51.37465,active
490003105N,Garrick Crescent,N0060493,Croydon,-0.08835,51.37425,active
490003106E,Warwick Gardens (W14),E0034588,Earls Court,-0.2038,51.49745,active
490003106W,Warwick Gardens (W14),E0034588,Earls Court,-0.20318,51.49753,active
490003107S,Addison Road,E0034880,Upper Walthamstow,-0.00725,51.58317,active
490003107N,Addison Road,E0034880,Upper Walthamstow,-0.00746,51.58324,active
490003108S,Addison Way,E0033966,Golders Green,-0.19977,51.58793,active
490003110E,Adelaide Grove,E0034390,Shepherds Bush,-0.23751,51.50652,active
490003110W,Adelaide Grove,E0034390,Shepherds Bush,-0.23676,51.50637,active
490003111N,Adelphi Crescent,E0034520,Wood End Green,-0.42294,51.53245,active
490003111S,Adelphi Crescent,E0034520,Wood End Green,-0.42503,51.53338,active
490003112J,Bedford Street,N0077642,Charing Cross,-0.12319,51.50967,active
490003113S,Adelphi Way,E0034520,Wood End Green,-0.42196,51.53204,active
490003114S,Aden Grove,E0034362,Shacklewell,-0.08802,51.55333,active
490009055N,Aden Grove,E0034362,Shacklewell,-0.08848,51.55372,active
490003116E,Adrienne Avenue,E0034270,Northolt,-0.37287,51.53275,active
490003116S,Adrienne Avenue,E0034270,Northolt,-0.37277,51.53265,active
490003117A,Biddulph Road,E0034228,Purley,-0.10273,51.34712,active
490003117B,Biddulph Road,E0034228,Purley,-0.10302,51.34635,active
490003118E,Mill Green Business Park,E0034811,Beddington Corner,-0.16052,51.3865,active
490003119W,Agar Grove,N0060504,Camden Town,-0.12765,51.54329,active
490003120E,Agar Grove Estate,N0060504,Camden Town,-0.13417,51.54254,active
490003120W,Agar Grove Estate,N0060504,Camden Town,-0.13345,51.54263,active
49003121LE,Lancaster Gate /Columbia Hotel,E0034916,Bayswater,-0.17934,51.51114,active
490003122N,St Margaret's Drive,E0034779,St Margarets,-0.32276,51.45991,active
490003122S,St Margaret's Drive,E0034779,St Margarets,-0.32267,51.46094,active
490003124S,Ainslie Wood Road,N0060482,Chingford Mount,-0.01785,51.61219,active
490003125W,Fifth Avenue,E0034604,West Kilburn,-0.21134,51.53189,active
490003126W,Aintree Avenue,E0034704,East Ham,0.04877,51.53201,active
490003127W,Aintree Crescent,N0060444,Fulwell Cross,0.0814,51.59423,active
490003127E,Aintree Crescent,N0060444,Fulwell Cross,0.08159,51.59432,active
490003128E,Aintree Road,E0034272,Perivale,-0.31437,51.53997,active
490003128W,Aintree Road,E0034272,Perivale,-0.31489,51.53995,active
490003129E,Sarre Avenue,N0060438,Elm Park,0.20917,51.54356,active
490003129S,Sarre Avenue,N0060438,Elm Park,0.20892,51.54344,active
490003130N,Airport House,E0034242,Waddon,-0.11664,51.35628,active
490003131E,Goodmayes Primary School,E0034726,Goodmayes,0.11409,51.56327,active
490003131W,Goodmayes Primary School,E0034726,Goodmayes,0.115,51.56305,active
490005786CD,Ajax Avenue,E0033953,Colindale,-0.25223,51.59415,active
490003132CC,Ajax Avenue,E0033953,Colindale,-0.25291,51.5938,active
490009016E,Manor House Drive (NW6),E0034039,Brondesbury Park,-0.21498,51.54412,active
490003133W,Manor House Drive (NW6),E0034039,Brondesbury Park,-0.21345,51.5432,active
490003134M,Roehampton Lane / Danebury Ave,E0034901,Roehampton,-0.23893,51.44935,active
490003134A,Roehampton Lane / Danebury Ave,E0034901,Roehampton,-0.24221,51.45054,active
490003135E,Castle Road (EN3),E0034298,Enfield Lock,-0.03105,51.66547,active
490003135W,Castle Road (EN3),E0034298,Enfield Lock,-0.03207,51.66537,active
490003137V,Albany Road Brentford,E0034526,Brentford,-0.29989,51.48658,active
490003137X,Albany Road Brentford,E0034526,Brentford,-0.29979,51.48618,active
490003138N,Camberwell Road / Albany Road,E0034809,Walworth,-0.09435,51.48142,active
490003138N2,Camberwell Road / Albany Road,E0034809,Walworth,-0.09454,51.48168,active
490003139H,Albany Road Chislehurst,N0075221,Chislehurst West,0.06598,51.41969,active
490003140S,Albany Leisure Centre,E0034299,Enfield Wash,-0.04128,51.66882,active
490003136N,Albany Leisure Centre,E0034299,Enfield Wash,-0.04179,51.66791,active
490003141R,Ripple Road,E0033933,Creekmouth,0.10769,51.53256,active
490003141S,Ripple Road,E0033933,Creekmouth,0.10735,51.53284,active
490003142B,Albany Road / Green Lane,N0075221,Chislehurst West,0.06792,51.42123,active
490003143E,Albany Road / Wells Way,E0034809,Walworth,-0.08526,51.48424,active
490003143W,Albany Road / Wells Way,E0034809,Walworth,-0.08518,51.48413,active
490003145W,Albany Park Avenue,E0034299,Enfield Wash,-0.03772,51.66577,active
490003145E,Albany Park Avenue,E0034299,Enfield Wash,-0.03646,51.66578,active
490003146N,Albemarle,E0034899,Putney Heath,-0.22343,51.44274,active
490003146S,Albemarle,E0034899,Putney Heath,-0.22347,51.44212,active
490003147W,Albemarle Road,E0034142,Shortlands,-0.00494,51.40725,active
